,Property_name,Location,Rating,Review,Type_of_stay,price,Taxes_and_charges_inr,City,No_Of_Adults,No_Of_Children,Final_Price,Recommended for
151,jaipur the lodge b&b,jaipur,8.8,fabulous,5×double room5 double beds,27000.0,3240.0,jaipur,8,2,30240.0,recommended for family trip
152,sarang palace - a luxury boutique hotel,jaipur,8.1,very good,"2×premier triple room with daybed4 beds (2 doubles, 2 sofa beds)free cancellation",67500.0,8100.0,jaipur,8,2,75600.0,recommended for family trip
153,jaipur hotel new - heritage hotel,jaipur,8.3,No Review,2×deluxe double room2 double bedsfree cancellationno prepayment needed– pay at the property,59833.0,7180.0,jaipur,8,2,67013.0,recommended for family trip
154,super hotel o tourist residency,"station road, jaipur",7.0,good,5×standard double room5 large double bedsfree cancellationno prepayment needed– pay at the property,16353.0,2706.0,jaipur,8,2,19059.0,recommended for family trip
155,rani mahal hotel,jaipur,6.3,review score,5×budget double room5 double bedsfree cancellationno prepayment needed– pay at the property,28750.0,3450.0,jaipur,8,2,32200.0,recommended for family trip
156,noble house - a heritage home,jaipur,8.1,very good,1×deluxe double room1 double bedfree cancellationno prepayment needed– pay at the property,29250.0,3510.0,jaipur,8,2,32760.0,recommended for family trip
157,hyatt place jaipur malviya nagar,"malviya nagar, jaipur",8.1,No Review,"2×twin room4 beds (2 singles, 2 sofa beds)",44200.0,5304.0,jaipur,2,2,49504.0,recommended for family trip
158,ibis jaipur city centre - an accor brand,"civil lines, jaipur",7.3,No Review,2×standard twin room4 single beds,27680.0,3322.0,jaipur,2,2,31002.0,recommended for family trip
159,collection o vijay palace,jaipur,6.5,review score,2×classic triple room2 large double bedsfree cancellationno prepayment needed– pay at the property,6153.0,1206.0,jaipur,2,2,7359.0,recommended for family trip
160,radisson jaipur city center,jaipur,7.8,good,"2×standard room: (enjoy happy hours 1+1 offer on alcoholic beverages 12 pm-6 pm  (except dragon house), soft beverages ,laundry service)choice of beds: extra-large double or singlesfree cancellation",53750.0,6450.0,jaipur,2,2,60200.0,recommended for family trip
161,fairfield by marriott jaipur,"bani park, jaipur",8.2,very good,2×guest room twin beds city view : enjoy 15% off on food & soft beverages and 1+1 on select alcoholic beverages at twenty one bar & café (4:00 pm to 8:00 pm)4 single bedsfree cancellationno prepayment needed– pay at the property,42490.0,7648.0,jaipur,2,2,50138.0,recommended for family trip
162,sarang palace - a luxury boutique hotel,jaipur,8.1,very good,2×premium room with european style décor and city view2 extra-large double bedsfree cancellation,24000.0,2880.0,jaipur,2,2,26880.0,recommended for family trip
163,intercontinental jaipur tonk road by ihg,"tonk road, jaipur",8.9,fabulous,2×classic twin room4 single bedsfree cancellationno prepayment needed– pay at the property,61515.0,7382.0,jaipur,2,2,68897.0,recommended for family trip
164,sheel mahal- near hawa mahal,jaipur,8.9,fabulous,1×deluxe room1 double bedfree cancellationno prepayment needed– pay at the property,14700.0,1764.0,jaipur,2,2,16464.0,recommended for family trip
165,coco cabana,varanasi,9.0,superb,2×suite2 private suites,48675.0,5841.0,varanasi,2,2,54516.0,recommended for family trip
166,hotel valencia palace,varanasi,8.2,exceptional,2×budget double room2 double bedsfree cancellationno prepayment needed– pay at the property,4275.0,513.0,varanasi,2,2,4788.0,recommended for family trip
167,family guest house,varanasi,8.2,No Review,"2×double room4 beds (2 singles, 2 doubles)free cancellationno prepayment needed– pay at the property",8640.0,1037.0,varanasi,2,2,9677.0,recommended for family trip
168,shiv vilas,varanasi,8.2,No Review,2×double room with private bathroom2 double bedsfree cancellationno prepayment needed– pay at the property,20000.0,2400.0,varanasi,2,2,22400.0,recommended for family trip
169,hotel shree niwas,varanasi,8.2,No Review,2×deluxe room2 double bedsfree cancellationno prepayment needed– pay at the property,25000.0,3000.0,varanasi,2,2,28000.0,recommended for family trip
170,hotel shri vishwanath,varanasi,8.2,No Review,2×deluxe room (2 adults + 1 child)2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,27000.0,3240.0,varanasi,2,2,30240.0,recommended for family trip
171,hotel green park,varanasi,8.6,fabulous,2×standard double room2 double bedsfree cancellationno prepayment needed– pay at the property,9000.0,1080.0,varanasi,2,2,10080.0,recommended for family trip
172,homestay kashika,varanasi,7.7,good,5×superior double room5 large double bedsfree cancellationno prepayment needed– pay at the property,22297.0,2676.0,varanasi,10,0,24973.0,recommended for friends trip
173,hotel valencia palace,varanasi,8.2,exceptional,5×budget double room5 double bedsfree cancellationno prepayment needed– pay at the property,10688.0,1283.0,varanasi,10,0,11971.0,recommended for friends trip
174,lake view,varanasi,8.2,No Review,5×double room25 double bedsfree cancellationno prepayment needed– pay at the property,28000.0,3360.0,varanasi,10,0,31360.0,recommended for friends trip
175,shiv vilas,varanasi,8.2,No Review,5×double room with private bathroom5 double bedsfree cancellationno prepayment needed– pay at the property,50000.0,6000.0,varanasi,10,0,56000.0,recommended for friends trip
176,hotel singh residency,varanasi,8.2,No Review,5×deluxe double room (2 adults + 1 child)10 double bedsfree cancellationno prepayment needed– pay at the property,68500.0,8220.0,varanasi,10,0,76720.0,recommended for friends trip
177,hotel shree niwas,varanasi,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,62500.0,7500.0,varanasi,10,0,70000.0,recommended for friends trip
178,pipewalas house,varanasi,6.5,review score,2×quadruple room4 double beds ,16380.0,1966.0,varanasi,10,0,18346.0,recommended for friends trip
179,hotel green park,varanasi,8.6,fabulous,5×standard double room5 double bedsfree cancellationno prepayment needed– pay at the property,25000.0,3000.0,varanasi,10,0,28000.0,recommended for friends trip
180,hotel shri vishwanath,varanasi,8.2,No Review,5×deluxe room (2 adults + 1 child)5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,67500.0,8100.0,varanasi,10,0,75600.0,recommended for friends trip
181,treebo raj palace,varanasi,8.1,very good,5×standard room with balconychoice of beds: large double or singlesfree cancellationno prepayment needed– pay at the property,38742.0,4649.0,varanasi,10,0,43391.0,recommended for friends trip
182,4everstay by janki inn most luxury & spacious rooms best family hotel in varanasi,varanasi,8.2,No Review,5×deluxe king room5 double bedsfree cancellation,37452.0,4494.0,varanasi,10,0,41946.0,recommended for friends trip
183,rudra_homestay,varanasi,7.8,good,1×two-bedroom houseentire holiday home,18792.0,2255.0,varanasi,10,0,21047.0,recommended for friends trip
184,r.k.homestay,varanasi,8.2,very good,"1×double room2 beds (1 single, 1 double)free cancellation",21485.0,2578.0,varanasi,10,0,24063.0,recommended for friends trip
185,rudra_homestay,varanasi,7.8,good,1×two-bedroom houseentire holiday home,18792.0,2255.0,varanasi,8,2,21047.0,recommended for family trip
186,shri kailash pati guest house- opposite kashi vishwanath temple,varanasi,7.8,good,2×deluxe king room4 double bedsfree cancellation,42492.0,5099.0,varanasi,8,2,47591.0,recommended for family trip
187,treebo golden kashi,varanasi,7.1,good,5×standard double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,36219.0,4346.0,varanasi,8,2,40565.0,recommended for family trip
188,lake view,varanasi,8.2,No Review,5×double room25 double bedsfree cancellationno prepayment needed– pay at the property,28000.0,3360.0,varanasi,8,2,31360.0,recommended for family trip
189,shiv vilas,varanasi,8.2,No Review,5×double room with private bathroom5 double bedsfree cancellationno prepayment needed– pay at the property,50000.0,6000.0,varanasi,8,2,56000.0,recommended for family trip
190,hotel shree niwas,varanasi,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,62500.0,7500.0,varanasi,8,2,70000.0,recommended for family trip
191,hotel shri vishwanath,varanasi,8.2,No Review,5×deluxe room (2 adults + 1 child)5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,67500.0,8100.0,varanasi,8,2,75600.0,recommended for family trip
192,hotel valencia palace,varanasi,8.2,exceptional,5×budget double room5 double bedsfree cancellationno prepayment needed– pay at the property,10688.0,1283.0,varanasi,8,2,11971.0,recommended for family trip
193,banaras paying guest house assi ghat,varanasi,8.5,very good,1×single room with shared shower and toilet1 single bedfree cancellationno prepayment needed– pay at the property,43855.0,6113.0,varanasi,8,2,49968.0,recommended for family trip
194,hotel green park,varanasi,8.6,fabulous,5×standard double room5 double bedsfree cancellationno prepayment needed– pay at the property,24000.0,2880.0,varanasi,8,2,26880.0,recommended for family trip
195,nature homestay,varanasi,9.1,superb,"1×double room4 beds (3 singles, 1 large double)free cancellationno prepayment needed– pay at the property",18825.0,2259.0,varanasi,8,2,21084.0,recommended for family trip
196,r.k.homestay,varanasi,8.2,very good,"1×double room2 beds (1 single, 1 double)free cancellation",21485.0,2578.0,varanasi,8,2,24063.0,recommended for family trip
197,"itsy hotels kashi grand, bhu",varanasi,7.6,good,5×standard double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,35600.0,4272.0,varanasi,8,2,39872.0,recommended for family trip
198,pipewalas house,varanasi,6.5,review score,2×quadruple room4 double beds ,16380.0,1966.0,varanasi,8,2,18346.0,recommended for family trip
199,usha residency,varanasi,7.7,good,1×deluxe double room with balcony1 extra-large double bedfree cancellation,25628.0,3075.0,varanasi,6,4,28703.0,recommended for family trip
200,krishna villa,varanasi,6.7,review score,"4×triple room with private bathroom8 beds (4 singles, 4 large doubles)free cancellation",34515.0,4142.0,varanasi,6,4,38657.0,recommended for family trip
201,"itsy hotels kashi grand, bhu",varanasi,7.6,good,4×standard double room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,30748.0,3690.0,varanasi,6,4,34438.0,recommended for family trip
202,travelling troopers homestay,varanasi,8.0,very good,4×deluxe room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,32000.0,3840.0,varanasi,6,4,35840.0,recommended for family trip
203,homestay kashika,varanasi,7.7,good,5×superior double room5 large double bedsfree cancellationno prepayment needed– pay at the property,21851.0,2622.0,varanasi,6,4,24473.0,recommended for family trip
204,treebo golden kashi,varanasi,7.1,good,4×standard double room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,30353.0,3642.0,varanasi,6,4,33995.0,recommended for family trip
205,rudra_homestay,varanasi,7.8,good,1×two-bedroom houseentire holiday home,18792.0,2255.0,varanasi,6,4,21047.0,recommended for family trip
206,super hotel o blw kakarmatta near banaras junction,varanasi,8.2,exceptional,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,28241.0,3410.0,varanasi,6,4,31651.0,recommended for family trip
207,super townhouse balua road pahadiya,varanasi,8.0,very good,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,32916.0,4800.0,varanasi,6,4,37716.0,recommended for family trip
208,treebo little budhha,varanasi,7.5,good,4×deluxe double roomchoice of beds: extra-large double or singlesfree cancellationno prepayment needed– pay at the property,31776.0,3813.0,varanasi,6,4,35589.0,recommended for family trip
209,shri kailash pati guest house- opposite kashi vishwanath temple,varanasi,7.8,good,2×deluxe king room4 double bedsfree cancellation,42492.0,5099.0,varanasi,6,4,47591.0,recommended for family trip
210,treebo om shree banaras,varanasi,7.5,good,4×economy double room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,35267.0,4232.0,varanasi,6,4,39499.0,recommended for family trip
211,perfectstayz premium varanasi,varanasi,8.4,very good,4×deluxe double room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,56180.0,6742.0,varanasi,6,4,62922.0,recommended for family trip
212,alokah kashi,varanasi,8.8,fabulous,5×deluxe double room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,57488.0,6899.0,varanasi,6,4,64387.0,recommended for family trip
213,hotel shiv # darshan premium near kashi vishwanath temple - kashi vishwanath temple - free public parking and wifi facilities - air conditioning room,varanasi,8.2,exceptional,2×double room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,34980.0,4198.0,varanasi,6,4,39178.0,recommended for family trip
214,hotel sunayana # guest house near kashi vishwanath temple - free public parking and wifi facilities - air conditioning room - best hotel,varanasi,8.9,fabulous,2×double room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,30980.0,3718.0,varanasi,6,4,34698.0,recommended for family trip
215,hotel kashi inn,varanasi,9.5,exceptional,4×double room4 double bedsfree cancellationno prepayment needed– pay at the property,21440.0,2573.0,varanasi,6,4,24013.0,recommended for family trip
216,hotel o mahaveer palace,varanasi,8.0,very good,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,21159.0,3389.0,varanasi,6,4,24548.0,recommended for family trip
217,super hotel o sudhirpur near phonix hospital,varanasi,9.2,superb,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,30668.0,3701.0,varanasi,6,4,34369.0,recommended for family trip
218,the white canyon hotel,varanasi,7.5,good,2×deluxe double room2 extra-large double bedsfree cancellation,47100.0,5652.0,varanasi,6,4,52752.0,recommended for family trip
219,banaras paying guest house assi ghat,varanasi,8.5,very good,1×single room with shared shower and toilet1 single bedfree cancellationno prepayment needed– pay at the property,42091.0,5901.0,varanasi,9,1,47992.0,recommended for family trip
220,"itsy hotels kashi grand, bhu",varanasi,7.6,good,5×standard double room5 extra-large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,37017.0,4442.0,varanasi,9,1,41459.0,recommended for family trip
221,homestay kashika,varanasi,7.7,good,5×superior double room5 large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,21851.0,2622.0,varanasi,9,1,24473.0,recommended for family trip
222,rudra_homestay,varanasi,7.8,good,1×two-bedroom houseentire holiday home,18792.0,2255.0,varanasi,9,1,21047.0,recommended for family trip
223,shri kailash pati guest house- opposite kashi vishwanath temple,varanasi,7.8,good,2×deluxe king room4 double bedsfree cancellation,42492.0,5099.0,varanasi,9,1,47591.0,recommended for family trip
224,lake view,varanasi,8.2,No Review,5×double room25 double bedsfree cancellationno prepayment needed– pay at the property,28000.0,3360.0,varanasi,9,1,31360.0,recommended for family trip
225,shiv vilas,varanasi,8.2,No Review,5×double room with private bathroom5 double bedsfree cancellationno prepayment needed– pay at the property,50000.0,6000.0,varanasi,9,1,56000.0,recommended for family trip
226,hotel shree niwas,varanasi,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,62500.0,7500.0,varanasi,9,1,70000.0,recommended for family trip
227,hotel shri vishwanath,varanasi,8.2,No Review,5×deluxe room (2 adults + 1 child)5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,67500.0,8100.0,varanasi,9,1,75600.0,recommended for family trip
228,hotel valencia palace,varanasi,8.2,exceptional,5×budget double room5 double bedsfree cancellationno prepayment needed– pay at the property,10688.0,1283.0,varanasi,9,1,11971.0,recommended for family trip
229,hotel green park,varanasi,8.6,fabulous,5×standard double room5 double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,24500.0,2940.0,varanasi,9,1,27440.0,recommended for family trip
230,nature homestay,varanasi,9.1,superb,"1×double room4 beds (3 singles, 1 large double)free cancellationno prepayment needed– pay at the property",18825.0,2259.0,varanasi,9,1,21084.0,recommended for family trip
231,r.k.homestay,varanasi,8.2,very good,"1×double room2 beds (1 single, 1 double)free cancellation",21485.0,2578.0,varanasi,9,1,24063.0,recommended for family trip
232,pipewalas house,varanasi,6.5,review score,2×quadruple room4 double beds ,16380.0,1966.0,varanasi,9,1,18346.0,recommended for family trip
233,usha residency,varanasi,7.7,good,1×two-bedroom apartmententire apartment,32130.0,3856.0,varanasi,9,1,35986.0,recommended for family trip
234,treebo raj palace,varanasi,8.1,very good,5×standard room with balconychoice of beds: large double or singlesfree stay for your childfree cancellationno prepayment needed– pay at the property,37928.0,4551.0,varanasi,9,1,42479.0,recommended for family trip
235,hotel psr stay near kashi vishwanath temple - fully air conditioned room - a premium guest house in varanasi,varanasi,8.2,No Review,5×double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,39975.0,4797.0,varanasi,9,1,44772.0,recommended for family trip
236,treebo golden kashi,varanasi,7.1,good,5×standard double room5 extra-large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,37033.0,4444.0,varanasi,9,1,41477.0,recommended for family trip
237,hotel o jmd palace,varanasi,8.2,No Review,5×classic triple room5 large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,22058.0,3497.0,varanasi,9,1,25555.0,recommended for family trip
238,hotel vrrinda # residency near shree kashi vishwanath temple - a top rated hotel,varanasi,8.2,No Review,5×deluxe double room5 extra-large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,29376.0,3525.0,varanasi,9,1,32901.0,recommended for family trip
239,ramaya homestay,varanasi,8.3,very good,1×double or twin room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,20000.0,2400.0,varanasi,9,1,22400.0,recommended for family trip
240,the kashika homestay,varanasi,8.5,very good,5×one-bedroom apartment5 entire apartments,23354.0,2802.0,varanasi,9,1,26156.0,recommended for family trip
241,hotel sunayana # guest house near kashi vishwanath temple - free public parking and wifi facilities - air conditioning room - best hotel,varanasi,8.9,fabulous,5×double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,34975.0,4197.0,varanasi,9,1,39172.0,recommended for family trip
242,super hotel o blw kakarmatta near banaras junction,varanasi,8.2,exceptional,5×classic triple room5 large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,32904.0,3969.0,varanasi,9,1,36873.0,recommended for family trip
243,"tata rio de goa - resort style apt,6 km from airport",chicalim,7.1,good,2×two-bedroom apartment2 entire apartments,45360.0,6643.0,chicalim,10,0,52003.0,recommended for friends trip
244,casa euphoria apartments,calangute,7.1,good,1×studio with balconyentire studio,10493.0,1259.0,calangute,10,0,11752.0,recommended for friends trip
245,la sea vue goa,goa,9.3,superb,1×double room with garden view2 double bedsfree cancellation,37000.0,4440.0,goa,10,0,41440.0,recommended for friends trip
246,aarju luxurious stay calangute,calangute,8.5,very good,1×one-bedroom apartmententire apartment,53000.0,6360.0,calangute,10,0,59360.0,recommended for friends trip
247,zulu land cottages - near curlies beach shack and shiva valley - anjuna beach,"anjuna beach, anjuna",7.0,No Review,4×cottage with garden view4 entire bungalows,39180.0,4702.0,anjuna,10,0,43882.0,recommended for friends trip
248,susegad suites arpora apartments & villas with reserved parking,arpora,9.0,superb,1×1bhk apartment with balconyentire apartment,54000.0,6480.0,arpora,10,0,60480.0,recommended for friends trip
249,"la vera boutique hotel, mandrem",mandrem,8.0,very good,1×superior double room1 double bedfree cancellation,34677.0,4161.0,mandrem,10,0,38838.0,recommended for friends trip
250,arambol bliss,arambol,9.7,exceptional,1×one-bedroom apartment with garden viewentire apartment,33875.0,4065.0,arambol,10,0,37940.0,recommended for friends trip
251,hotel sea castle,calangute,8.9,fabulous,3×junior suite3 private suites3 extra-large double bedsfree cancellation,43200.0,5184.0,calangute,10,0,48384.0,recommended for friends trip
252,de alcazar calangute,calangute,6.4,No Review,4×executive room4 large double bedsfree cancellation,28006.0,3361.0,calangute,10,0,31367.0,recommended for friends trip
253,vihaan inn guest house,calangute,9.3,superb,3×deluxe room3 extra-large double bedsfree cancellationno prepayment needed– pay at the property,15783.0,1894.0,calangute,10,0,17677.0,recommended for friends trip
254,"bliss by stays, calangute",calangute,9.3,superb,3×executive suite3 private suites3 extra-large double bedsfree cancellation,42720.0,5126.0,calangute,10,0,47846.0,recommended for friends trip
255,ritchita beach way calangute,"calangute beach, calangute",6.8,review score,"1×family room with balcony2 beds (1 extra-large double, 1 large double)free cancellationno prepayment needed– pay at the property",25290.0,3035.0,calangute,10,0,28325.0,recommended for friends trip
256,"tata rio de goa - resort style apt,6 km from airport",chicalim,7.1,good,2×two-bedroom apartment2 entire apartments,45360.0,6643.0,chicalim,8,2,52003.0,recommended for family trip
257,susegad suites arpora apartments & villas with reserved parking,arpora,9.0,superb,1×1bhk apartment with balconyentire apartment,54000.0,6480.0,arpora,8,2,60480.0,recommended for family trip
258,aarju luxurious stay calangute,calangute,8.5,very good,1×one-bedroom apartmententire apartment,55200.0,6624.0,calangute,8,2,61824.0,recommended for family trip
259,la sea vue goa,goa,9.3,superb,2×double room with garden view4 double bedsfree cancellationno prepayment needed– pay at the property,41600.0,4992.0,goa,8,2,46592.0,recommended for family trip
260,zulu land cottages - near curlies beach shack and shiva valley - anjuna beach,"anjuna beach, anjuna",7.0,No Review,5×cottage with garden view5 entire bungalows,45380.0,5446.0,anjuna,8,2,50826.0,recommended for family trip
261,mistral holidays near trinity beach & benaulim beach,"benaulim beach, benaulim",8.7,fabulous,1×small double room1 single bedfree cancellation,31150.0,3738.0,benaulim,8,2,34888.0,recommended for family trip
262,omkar wellness inn,arambol,8.6,fabulous,5×queen room with balcony5 large double bedsfree cancellationno prepayment needed– pay at the property,46350.0,5562.0,arambol,8,2,51912.0,recommended for family trip
263,bluo amani vagator - boutique hotel goa,anjuna,9.9,exceptional,5×standard king room5 large double bedsfree cancellation,84700.0,10164.0,anjuna,8,2,94864.0,recommended for family trip
264,lykke suites- 2-min drive to colva beach-by goan felicidade hospitality pvt ltd,colva,9.2,superb,1×standard suiteprivate suite,65249.0,7830.0,colva,8,2,73079.0,recommended for family trip
265,siolim suites,siolim,9.5,exceptional,1×superior suiteprivate suite,57400.0,6888.0,siolim,8,2,64288.0,recommended for family trip
266,calangute cosy 1 bhk apartment,calangute,9.3,superb,2×apartment with balcony2 entire apartments,19990.0,2399.0,calangute,8,2,22389.0,recommended for family trip
267,rahul service apartment,calangute,9.2,superb,2×apartment2 entire apartments,32320.0,3878.0,calangute,8,2,36198.0,recommended for family trip
268,ronnie's studio apartment,arpora,7.4,good,2×apartment with balcony2 entire apartments,22931.0,8485.0,arpora,6,4,31416.0,recommended for family trip
269,"tata rio de goa - resort style apt,6 km from airport",chicalim,7.1,good,2×two-bedroom apartment2 entire apartments,44856.0,6583.0,chicalim,6,4,51439.0,recommended for family trip
270,la sea vue goa,goa,9.3,superb,1×double room with garden view2 double bedsfree cancellationno prepayment needed– pay at the property,32800.0,3936.0,goa,6,4,36736.0,recommended for family trip
271,mistral holidays near trinity beach & benaulim beach,"benaulim beach, benaulim",8.7,fabulous,1×small double room1 single bedfree cancellation,26250.0,3150.0,benaulim,6,4,29400.0,recommended for family trip
272,zulu land cottages - near curlies beach shack and shiva valley - anjuna beach,"anjuna beach, anjuna",7.0,No Review,4×cottage with garden view4 entire bungalows,34896.0,4188.0,anjuna,6,4,39084.0,recommended for family trip
273,susegad suites arpora apartments & villas with reserved parking,arpora,9.0,superb,1×1bhk apartment with balconyentire apartment,54000.0,6480.0,arpora,6,4,60480.0,recommended for family trip
274,aarju luxurious stay calangute,calangute,8.5,very good,1×one-bedroom apartmententire apartment,53000.0,6360.0,calangute,6,4,59360.0,recommended for family trip
275,hotel sea castle,calangute,8.9,fabulous,4×junior suite4 private suites4 extra-large double bedsfree cancellation,57600.0,6912.0,calangute,6,4,64512.0,recommended for family trip
276,summit calangute resort & spa,calangute,7.2,good,4×deluxe room with private balcony4 extra-large double bedsfree cancellation,49044.0,5885.0,calangute,6,4,54929.0,recommended for family trip
277,"bliss by stays, calangute",calangute,9.3,superb,4×executive suite4 private suites4 extra-large double bedsfree cancellation,56960.0,6835.0,calangute,6,4,63795.0,recommended for family trip
278,dimaru boutique hotel,calangute,9.1,superb,4×junior suite with balcony4 private suites4 double bedsfree cancellation,65200.0,7824.0,calangute,6,4,73024.0,recommended for family trip
279,sheperds colva deluxe villa's & apartments,colva,8.0,very good,2×one-bedroom villa2 entire villas,20000.0,6400.0,colva,6,4,26400.0,recommended for family trip
280,nikita stay goa,calangute,7.0,good,2×one-bedroom apartment with balcony2 entire apartments,13293.0,1595.0,calangute,6,4,14888.0,recommended for family trip
281,grand continent morjim,morjim,8.0,very good,4×grand deluxe room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,71793.0,8615.0,morjim,6,4,80408.0,recommended for family trip
282,sonikas leisure,candolim,7.4,good,4×deluxe double or twin room with balcony4 extra-large double bedsfree cancellation,72380.0,8686.0,candolim,6,4,81066.0,recommended for family trip
283,casa euphoria apartments,calangute,7.1,good,1×studio with balconyentire studio,7118.0,854.0,calangute,10,0,7972.0,recommended for friends trip
284,de alcazar calangute,calangute,6.4,No Review,4×executive room4 large double bedsfree cancellation,27279.0,3273.0,calangute,10,0,30552.0,recommended for friends trip
285,ritchita beach way calangute,"calangute beach, calangute",6.8,review score,"1×family room with balcony2 beds (1 extra-large double, 1 large double)free cancellationno prepayment needed– pay at the property",23652.0,2838.0,calangute,10,0,26490.0,recommended for friends trip
286,goa homeland 3 double bed calangute,calangute,7.1,good,1×two-bedroom apartmententire apartment,19950.0,2394.0,calangute,10,0,22344.0,recommended for friends trip
287,sheperds colva deluxe villa's & apartments,colva,8.0,very good,2×one-bedroom villa2 entire villas,20000.0,6400.0,colva,10,0,26400.0,recommended for friends trip
288,hotel pine house,calangute,6.8,review score,"1×superior family room2 beds (1 double, 1 futon)free cancellationno prepayment needed– pay at the property",14054.0,1687.0,calangute,10,0,15741.0,recommended for friends trip
289,ocean dream luxury villa,arpora,8.2,No Review,2×three-bedroom villa2 entire villas,51167.0,6140.0,arpora,10,0,57307.0,recommended for friends trip
290,ronnie's studio apartment,arpora,7.4,good,1×apartment with balconyentire apartment,23400.0,8658.0,arpora,9,1,32058.0,recommended for family trip
291,"tata rio de goa - resort style apt,6 km from airport",chicalim,7.1,good,2×two-bedroom apartment2 entire apartments,45360.0,6643.0,chicalim,9,1,52003.0,recommended for family trip
292,casa euphoria apartments,calangute,7.1,good,1×studio with balconyentire studio,10493.0,1259.0,calangute,9,1,11752.0,recommended for family trip
293,aarju luxurious stay calangute,calangute,8.5,very good,1×one-bedroom apartmententire apartment,53000.0,6360.0,calangute,9,1,59360.0,recommended for family trip
294,zulu land cottages - near curlies beach shack and shiva valley - anjuna beach,"anjuna beach, anjuna",7.0,No Review,5×cottage with garden view5 entire bungalows,43314.0,5198.0,anjuna,9,1,48512.0,recommended for family trip
295,la sea vue goa,goa,9.3,superb,2×double room with garden view4 double bedsfree cancellationno prepayment needed– pay at the property,41600.0,4992.0,goa,9,1,46592.0,recommended for family trip
296,arambol bliss,arambol,9.7,exceptional,1×one-bedroom apartment with garden viewentire apartment,33875.0,4065.0,arambol,9,1,37940.0,recommended for family trip
297,vihaan inn guest house,calangute,9.3,superb,3×deluxe room3 extra-large double bedsfree cancellationno prepayment needed– pay at the property,15783.0,1894.0,calangute,9,1,17677.0,recommended for family trip
298,mistral holidays near trinity beach & benaulim beach,"benaulim beach, benaulim",8.7,fabulous,1×small double room1 single bedfree cancellation,38850.0,4662.0,benaulim,9,1,43512.0,recommended for family trip
299,omkar wellness inn,arambol,8.6,fabulous,5×queen room with balcony5 large double bedsfree cancellationno prepayment needed– pay at the property,34000.0,4080.0,arambol,9,1,38080.0,recommended for family trip
300,de alcazar calangute,calangute,6.4,No Review,5×executive room5 large double bedsfree cancellation,30545.0,3665.0,calangute,9,1,34210.0,recommended for family trip
301,super hotel o sunrise executive,"western suburbs, mumbai",7.3,good,5×classic triple room5 large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,27186.0,4112.0,mumbai,9,1,31298.0,recommended for family trip
302,osi apartments powai,"powai, mumbai",8.3,very good,2×two-bedroom apartment2 entire apartments,59800.0,7176.0,mumbai,9,1,66976.0,recommended for family trip
303,hotel suites inn,"western suburbs, mumbai",8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,32384.0,3886.0,mumbai,9,1,36270.0,recommended for family trip
304,srk hotel- grant road,"south mumbai, mumbai",8.2,No Review,"1×deluxe triple room2 beds (1 single, 1 double)free stay for your childfree cancellationno prepayment needed– pay at the property",44325.0,5319.0,mumbai,9,1,49644.0,recommended for family trip
305,hotel galaxy in metro,mumbai,8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,72763.0,8732.0,mumbai,9,1,81495.0,recommended for family trip
